epoch,train_loss,train_acc,validation_loss,validation_acc
1.0,0.059679282572838145,0.6628440366972477,0.05083174028179862,0.7727272727272727
2.0,0.04589588463374781,0.7889908256880734,0.07915235622362657,0.6090909090909091
3.0,0.04082217956081443,0.8165137614678899,0.03506545925682241,0.8181818181818182
4.0,0.04506386066317011,0.7889908256880734,0.03648901771415364,0.8090909090909091
5.0,0.04080133792867354,0.8142201834862385,0.036757284606044945,0.8090909090909091
6.0,0.042851860737513514,0.805045871559633,0.03782106495716355,0.8272727272727273
7.0,0.03753711341307798,0.823394495412844,0.04174687672745098,0.7909090909090909
8.0,0.036662744050589176,0.8394495412844036,0.041853114488449965,0.8181818181818182
9.0,0.03304124456069885,0.8600917431192661,0.03566380502148108,0.8454545454545455
10.0,0.03447969012611776,0.8486238532110092,0.035530476678501476,0.8727272727272727
11.0,0.03285416056735253,0.8669724770642202,0.03477056419307535,0.8636363636363636
12.0,0.027545975452852905,0.9036697247706422,0.035765283012932,0.8272727272727273
13.0,0.03441478195813818,0.8532110091743119,0.03506393188780004,0.8545454545454545
14.0,0.03612057111490894,0.8325688073394495,0.0351768782870336,0.8454545454545455
15.0,0.033403344460925376,0.8692660550458715,0.03634168180552396,0.8363636363636363
16.0,0.028743725543448683,0.8807339449541285,0.03785303763367913,0.8181818181818182
17.0,0.02974673973208447,0.8669724770642202,0.03806844326582822,0.8
18.0,0.03483664594727372,0.8394495412844036,0.034865936840122395,0.8545454545454545
19.0,0.026216384672790492,0.8990825688073395,0.034657719189470464,0.8545454545454545
20.0,0.02806170048072524,0.8784403669724771,0.037713557278568094,0.8181818181818182
21.0,0.030417541734054,0.8692660550458715,0.040451780435713854,0.8
22.0,0.024057031002476675,0.9013761467889908,0.038201166079802944,0.8272727272727273
23.0,0.03310872676756677,0.8509174311926605,0.03940511237491261,0.8181818181818182
24.0,0.03418169493590473,0.8532110091743119,0.044281488115137276,0.7727272727272727
25.0,0.027522288604613837,0.8853211009174312,0.03786417137492787,0.8272727272727273
26.0,0.02164319460921058,0.908256880733945,0.047397692637010054,0.7909090909090909
27.0,0.02945082512504737,0.8761467889908257,0.03632276200435378,0.8545454545454545
28.0,0.03023401840051653,0.8669724770642202,0.037925874509594656,0.8181818181818182
29.0,0.02342333521591414,0.8990825688073395,0.0358954134312543,0.8454545454545455
30.0,0.03402240683726215,0.8623853211009175,0.042830567061901095,0.7909090909090909
31.0,0.026678878181707968,0.8922018348623854,0.044161933389576996,0.7818181818181819
32.0,0.029637712874202006,0.8876146788990825,0.040087134187871756,0.8090909090909091
33.0,0.02468825578091478,0.8944954128440367,0.03523665402423252,0.8545454545454545
34.0,0.024196515005047714,0.9059633027522935,0.04364762929352847,0.7909090909090909
35.0,0.022501841187477112,0.8967889908256881,0.035049298202449626,0.8454545454545455
36.0,0.02674870515977024,0.8899082568807339,0.03633126250722191,0.8545454545454545
37.0,0.025673725561093572,0.8922018348623854,0.04523958760229024,0.7909090909090909
38.0,0.02950026017160864,0.8669724770642202,0.048224842006509956,0.7818181818181819
39.0,0.02597861653279274,0.8899082568807339,0.03655584596774795,0.8363636363636363
40.0,0.022486171642437987,0.9197247706422018,0.03979196440089833,0.8090909090909091
41.0,0.027288033195489315,0.8853211009174312,0.03790145794099027,0.8363636363636363
42.0,0.026018521436618283,0.8853211009174312,0.03741017932241613,0.8454545454545455
43.0,0.03916606646236203,0.8279816513761468,0.03896991095759652,0.8272727272727273
44.0,0.021891973442782504,0.9174311926605505,0.037512762912295085,0.8545454545454545
45.0,0.02719388577506083,0.8853211009174312,0.03857040838761763,0.8090909090909091
46.0,0.026222876170564683,0.8830275229357798,0.038220229812643745,0.8272727272727273
47.0,0.023208774664704133,0.9059633027522935,0.038457495041868905,0.8272727272727273
48.0,0.02714803186886081,0.8922018348623854,0.04255697564645247,0.8454545454545455
49.0,0.02267735530921352,0.9105504587155964,0.03703332685611465,0.8181818181818182
50.0,0.025301436547600073,0.8899082568807339,0.040784617648883296,0.8454545454545455
51.0,0.02126367915199574,0.9036697247706422,0.04302156215364283,0.8181818181818182
52.0,0.02605692384371517,0.8876146788990825,0.03838925991546024,0.8454545454545455
53.0,0.029337688763583197,0.8761467889908257,0.051525301418521186,0.7818181818181819
54.0,0.02181498983174289,0.908256880733945,0.03901320208202709,0.8363636363636363
55.0,0.022822129335083544,0.8967889908256881,0.041814964400096376,0.8181818181818182
56.0,0.022140027015307626,0.908256880733945,0.042717595262960956,0.8272727272727273
57.0,0.022392915151671532,0.9128440366972477,0.04874039183963429,0.8
58.0,0.02222975145666561,0.908256880733945,0.042203507911075244,0.8181818181818182
59.0,0.02300209565720427,0.9128440366972477,0.04375819943167947,0.7909090909090909
60.0,0.022070301342072017,0.9105504587155964,0.039605428210713646,0.8272727272727273
61.0,0.01940119906901083,0.9197247706422018,0.04072037772698836,0.8363636363636363
62.0,0.022257368763857477,0.9059633027522935,0.04000160551883958,0.8363636363636363
63.0,0.023698058957661236,0.8922018348623854,0.0435263992710547,0.8272727272727273
64.0,0.035595715567127824,0.8509174311926605,0.046345058354464445,0.8090909090909091
65.0,0.019414782797524687,0.9197247706422018,0.03810782676393336,0.8363636363636363
66.0,0.02334085984343509,0.908256880733945,0.04648792073130607,0.7909090909090909
67.0,0.028689064991173394,0.8830275229357798,0.03971139030023055,0.8363636363636363
68.0,0.021945358864928877,0.9174311926605505,0.038632079484787855,0.8454545454545455
69.0,0.03164128387569014,0.8600917431192661,0.05039909834211523,0.7727272727272727
70.0,0.022186538845369027,0.9197247706422018,0.04036951938813383,0.8545454545454545
71.0,0.0318514190212644,0.8692660550458715,0.042001281881874256,0.8363636363636363
72.0,0.028307049774453728,0.8899082568807339,0.04943573691628196,0.8
73.0,0.03338447293061592,0.8600917431192661,0.04065176133405079,0.8363636363636363
74.0,0.02279926148679005,0.9105504587155964,0.039410549605434594,0.8454545454545455
75.0,0.022341638504433523,0.9059633027522935,0.040294833819974556,0.8363636363636363
76.0,0.023798993250372213,0.8990825688073395,0.04123848290605978,0.8363636363636363
77.0,0.018971654022573878,0.926605504587156,0.04395587274974043,0.8181818181818182
78.0,0.017603957780995706,0.9357798165137615,0.04103717783635313,0.8363636363636363
79.0,0.02433164407063378,0.8830275229357798,0.0447657010094686,0.8363636363636363
80.0,0.023134300352817556,0.9036697247706422,0.039626968381079763,0.8454545454545455
81.0,0.01932869760165794,0.9174311926605505,0.04187949699434367,0.8181818181818182
82.0,0.021862646015873607,0.9151376146788991,0.040507274662906476,0.8363636363636363
83.0,0.02412617540012601,0.8899082568807339,0.045250684835694055,0.8363636363636363
84.0,0.021742942418322104,0.9105504587155964,0.04166550622744994,0.8090909090909091
85.0,0.02733051928973526,0.8899082568807339,0.042192275754430075,0.8272727272727273
86.0,0.02624045191930795,0.8830275229357798,0.05945220935073766,0.7454545454545455
87.0,0.022484313893140456,0.8990825688073395,0.04017971930178729,0.8454545454545455
88.0,0.018427426426953407,0.9151376146788991,0.0426184534010562,0.8454545454545455
89.0,0.018242519993950195,0.9288990825688074,0.03980942327867855,0.8363636363636363
90.0,0.02154973520974227,0.9105504587155964,0.04031565819274296,0.8363636363636363
91.0,0.023869842513028636,0.9059633027522935,0.04846860177137635,0.8363636363636363
92.0,0.018804717967030378,0.926605504587156,0.04117451137439771,0.8363636363636363
93.0,0.022381822516663222,0.9105504587155964,0.04088547412644733,0.8272727272727273
94.0,0.02176112352246675,0.908256880733945,0.04537181827155026,0.8181818181818182
95.0,0.022958579105794977,0.9059633027522935,0.042475193197076974,0.8
96.0,0.03171402544483816,0.8623853211009175,0.03832127959890799,0.8454545454545455
97.0,0.024278072181046693,0.8990825688073395,0.041222634234211665,0.8363636363636363
98.0,0.01880287448662,0.9220183486238532,0.041162461042404175,0.8363636363636363
99.0,0.022393358474033415,0.9059633027522935,0.04194925793192603,0.8363636363636363
100.0,0.02314047548287642,0.8899082568807339,0.0408383079550483,0.8454545454545455
101.0,0.021691267331634914,0.9059633027522935,0.04202205017209053,0.8363636363636363
102.0,0.017294548011871927,0.9288990825688074,0.04130719784985889,0.8363636363636363
103.0,0.029128931176532574,0.8715596330275229,0.05162320150570436,0.8090909090909091
104.0,0.022850603155723407,0.8944954128440367,0.05289493751796809,0.7727272727272727
105.0,0.020134498758258623,0.9197247706422018,0.04135695919394493,0.8272727272727273
106.0,0.01715507600969131,0.9403669724770642,0.044017948345704515,0.8272727272727273
107.0,0.014802498341358583,0.9426605504587156,0.04254114133390513,0.8181818181818182
108.0,0.021936056806509376,0.9197247706422018,0.041171987422487955,0.8454545454545455
109.0,0.024712309724044635,0.8853211009174312,0.04121836776083166,0.8363636363636363
110.0,0.02179185552693425,0.908256880733945,0.04104718965562907,0.8181818181818182
111.0,0.0194912171568038,0.9243119266055045,0.04055516997521574,0.8363636363636363
112.0,0.017081337656244772,0.9334862385321101,0.03967957306991924,0.8363636363636363
113.0,0.021650530361578962,0.9128440366972477,0.04056959368965842,0.8363636363636363
114.0,0.02236969233704133,0.908256880733945,0.0438339734619314,0.8090909090909091
115.0,0.021331649769200097,0.9174311926605505,0.04537279971621253,0.8272727272727273
116.0,0.02069481830497127,0.9288990825688074,0.04638150002468716,0.8090909090909091
117.0,0.016139939032204516,0.9403669724770642,0.04350985518910668,0.8181818181818182
118.0,0.018316132794006155,0.9243119266055045,0.03924478455023332,0.8181818181818182
119.0,0.024283142363088667,0.8967889908256881,0.051689355278556996,0.7909090909090909
120.0,0.02308506064903025,0.9036697247706422,0.04431121322241696,0.8181818181818182
121.0,0.01940796946799126,0.9220183486238532,0.0439762684431943,0.8181818181818182
122.0,0.025515524277446466,0.9036697247706422,0.04605670219117945,0.8090909090909091
123.0,0.025144913327803307,0.8990825688073395,0.043728642842986366,0.8181818181818182
124.0,0.02404444863370389,0.8967889908256881,0.049210732091556894,0.7909090909090909
125.0,0.022145104141683754,0.9036697247706422,0.04124898836016655,0.8363636363636363
126.0,0.02649536334114884,0.8944954128440367,0.04131875512274829,0.8363636363636363
127.0,0.015961011386809682,0.9334862385321101,0.04633132713762197,0.8272727272727273
128.0,0.017685986696443428,0.926605504587156,0.047561925852840595,0.8
129.0,0.014717586030927272,0.9357798165137615,0.04257979779080911,0.8272727272727273
130.0,0.026163021281976766,0.8922018348623854,0.04546107954599641,0.8454545454545455
131.0,0.02133813585846796,0.8990825688073395,0.048913809115236455,0.8090909090909091
132.0,0.01862838379440641,0.9220183486238532,0.042722766169092874,0.8181818181818182
133.0,0.019734655521861322,0.9288990825688074,0.04714808362451467,0.8272727272727273
134.0,0.022065148095027843,0.9151376146788991,0.05049078870903362,0.7727272727272727
135.0,0.020725406356019164,0.9334862385321101,0.042938201332634145,0.8454545454545455
136.0,0.02247740680761977,0.9151376146788991,0.04536033035679297,0.8636363636363636
137.0,0.021284880095221306,0.9197247706422018,0.04360241334546696,0.8272727272727273
138.0,0.01618172010244511,0.9311926605504587,0.043331084332682866,0.8363636363636363
139.0,0.020345433032003427,0.9105504587155964,0.04817142215642062,0.8181818181818182
140.0,0.017979722683651184,0.9288990825688074,0.04140661223368211,0.8272727272727273
141.0,0.022802410147434803,0.9174311926605505,0.04350440542806278,0.8363636363636363
142.0,0.025097794723996054,0.9036697247706422,0.04347567449916493,0.8363636363636363
143.0,0.016075096033308485,0.9426605504587156,0.04689683799039234,0.8363636363636363
144.0,0.023018389833458792,0.9151376146788991,0.04405966197902506,0.8181818181818182
145.0,0.021422365351383567,0.9036697247706422,0.04214475913481279,0.8272727272727273
146.0,0.021710541336412686,0.9036697247706422,0.04504824003035372,0.8272727272727273
147.0,0.0205499559871579,0.9105504587155964,0.04788217449730093,0.7909090909090909
148.0,0.02362033533180184,0.9036697247706422,0.049160631407390944,0.8
149.0,0.021205261089078605,0.8967889908256881,0.045160775631666185,0.8636363636363636
150.0,0.022945886881543545,0.9128440366972477,0.04654655253345316,0.8272727272727273
151.0,0.01934172702449109,0.9220183486238532,0.048285934803160756,0.8
152.0,0.025391647993766385,0.9059633027522935,0.04902545755559748,0.8
153.0,0.019193995850792994,0.9059633027522935,0.046475855735215274,0.8454545454545455
154.0,0.022077272705938837,0.9311926605504587,0.04602238468148492,0.8
155.0,0.01731750307553405,0.9357798165137615,0.04842338304628025,0.8181818181818182
156.0,0.019068441567344403,0.9197247706422018,0.04482929367910732,0.8090909090909091
157.0,0.02275426029184953,0.8990825688073395,0.04593826329166239,0.8
158.0,0.018900596068898608,0.926605504587156,0.044684054871851744,0.8363636363636363
159.0,0.02461557613190161,0.8944954128440367,0.04481345543807203,0.8272727272727273
160.0,0.01966397239561748,0.9151376146788991,0.04542652700435031,0.8
161.0,0.01793495430226583,0.9334862385321101,0.043332969397306444,0.8272727272727273
162.0,0.01772935937987555,0.9288990825688074,0.04666879702020775,0.8272727272727273
163.0,0.02379115326586393,0.8967889908256881,0.04362551895054904,0.8454545454545455
164.0,0.021250537220696242,0.8967889908256881,0.046015845611691475,0.8454545454545455
165.0,0.025692327723436808,0.8853211009174312,0.04716258401220495,0.8090909090909091
166.0,0.017905117747365334,0.9403669724770642,0.046102082797072154,0.8454545454545455
167.0,0.015708763075462723,0.9334862385321101,0.043741266226226636,0.8363636363636363
168.0,0.022060504712916297,0.8967889908256881,0.04456616999073462,0.8181818181818182
169.0,0.018475979724642606,0.9174311926605505,0.04764159518209371,0.8181818181818182
170.0,0.022531307870607583,0.8990825688073395,0.045090581544420937,0.8272727272727273
171.0,0.021595950434924266,0.8944954128440367,0.04760488176887685,0.8
172.0,0.021900912689113424,0.9059633027522935,0.053487070446664634,0.7909090909090909
173.0,0.01683889605412516,0.926605504587156,0.04503588473254984,0.8272727272727273
174.0,0.01974081969392751,0.9174311926605505,0.0496870796111497,0.8
175.0,0.021216649192581892,0.9128440366972477,0.04349801946770061,0.8181818181818182
176.0,0.015714257088310403,0.9472477064220184,0.043806426159360194,0.8181818181818182
177.0,0.030486021244283252,0.8623853211009175,0.04441280974583192,0.8363636363636363
178.0,0.016410826053897584,0.9311926605504587,0.04722620221701535,0.8090909090909091
179.0,0.019419945009616673,0.9220183486238532,0.04538002935322848,0.8090909090909091
180.0,0.014948266556213072,0.9426605504587156,0.04416015144776214,0.8454545454545455
181.0,0.017293844414755292,0.9357798165137615,0.045231614871458575,0.8363636363636363
182.0,0.02003743052439884,0.9151376146788991,0.049561959809877654,0.8454545454545455
183.0,0.020644688722463923,0.9151376146788991,0.04471959085627036,0.8363636363636363
184.0,0.02175321887725742,0.9174311926605505,0.04626853567632762,0.8
185.0,0.022152723686837957,0.9036697247706422,0.04403853877024217,0.8363636363636363
186.0,0.018430140467548588,0.9197247706422018,0.04817766784266992,0.8363636363636363
187.0,0.025369927003005638,0.9036697247706422,0.045218798992308705,0.8181818181818182
188.0,0.022065887385722967,0.9128440366972477,0.047295826402577484,0.8272727272727273
189.0,0.01785600059153085,0.9334862385321101,0.04438885768706148,0.8363636363636363
190.0,0.024955602484507435,0.908256880733945,0.050252307612787595,0.8
191.0,0.015673143487987578,0.926605504587156,0.04503618404269218,0.8363636363636363
192.0,0.02426668045478403,0.9036697247706422,0.04800627902150154,0.8454545454545455
193.0,0.018253551849480205,0.9311926605504587,0.04882919686761769,0.8090909090909091
194.0,0.020097150990671112,0.9197247706422018,0.04793770055879246,0.8181818181818182
195.0,0.017808652675172332,0.9288990825688074,0.04727583507245237,0.8272727272727273
196.0,0.018681734862284513,0.9197247706422018,0.05353915027596734,0.7727272727272727
197.0,0.01950750757786317,0.9105504587155964,0.04501583271405914,0.8181818181818182
198.0,0.018142129918304058,0.926605504587156,0.04671206494623965,0.8272727272727273
199.0,0.021446641188525004,0.9128440366972477,0.05262733054432002,0.7909090909090909
200.0,0.01601875987151689,0.944954128440367,0.04584096859801899,0.8363636363636363
201.0,0.028185516531758624,0.8830275229357798,0.04613018977371129,0.8363636363636363
202.0,0.020803121580750844,0.9105504587155964,0.051450482688166876,0.8272727272727273
203.0,0.021587758419027023,0.9105504587155964,0.04572575722228397,0.8272727272727273
204.0,0.019053863032524467,0.9151376146788991,0.04771249700676311,0.8181818181818182
205.0,0.0224203411276119,0.9151376146788991,0.04735045378858393,0.8272727272727273
206.0,0.017611763459297086,0.9288990825688074,0.045702452551234854,0.8272727272727273
207.0,0.021287180769573383,0.9174311926605505,0.04623680764978582,0.8272727272727273
208.0,0.012985461959700793,0.9541284403669725,0.04649487679654902,0.8272727272727273
209.0,0.016515261171078054,0.9334862385321101,0.047126347503878854,0.8272727272727273
210.0,0.01886691310370358,0.9380733944954128,0.05666040033102036,0.7909090909090909
211.0,0.01844100158131861,0.9151376146788991,0.04658493955026973,0.8363636363636363
212.0,0.016998579037811504,0.9334862385321101,0.05150073543190956,0.8090909090909091
213.0,0.020226962727691054,0.9128440366972477,0.0481605779718269,0.8545454545454545
214.0,0.02537814082808519,0.8990825688073395,0.047763746028596704,0.8363636363636363
215.0,0.023192576346320843,0.9151376146788991,0.04858861728148027,0.8181818181818182
216.0,0.016952729803176785,0.9311926605504587,0.045829412070187654,0.8272727272727273
217.0,0.01783464025330106,0.9334862385321101,0.049117589741945265,0.8181818181818182
218.0,0.015419092834628093,0.9334862385321101,0.04600090790878643,0.8181818181818182
219.0,0.01657546346434691,0.9357798165137615,0.0478859656913714,0.8181818181818182
220.0,0.019873611133443107,0.9105504587155964,0.04556701969016682,0.8181818181818182
221.0,0.016873247488914486,0.9495412844036697,0.050462683764371005,0.8
222.0,0.017043712744361148,0.9380733944954128,0.0508794174275615,0.7909090909090909
223.0,0.025318019735037323,0.8761467889908257,0.05270873057571324,0.8
224.0,0.01584176956932274,0.9288990825688074,0.05899531150406057,0.7636363636363637
225.0,0.014622365790974656,0.9541284403669725,0.05093918632377278,0.8
226.0,0.020039283884091114,0.9174311926605505,0.06364785900170153,0.7727272727272727
227.0,0.022780233203783768,0.8990825688073395,0.06288755962794478,0.7818181818181819
228.0,0.019373296497287144,0.9288990825688074,0.05751362842592326,0.7818181818181819
229.0,0.024068442579153755,0.8990825688073395,0.05038741407069293,0.8272727272727273
230.0,0.01940858502308368,0.926605504587156,0.04854049039157954,0.8363636363636363
231.0,0.023477688206385378,0.9151376146788991,0.053610980917106976,0.7818181818181819
232.0,0.020422965164270696,0.926605504587156,0.049652228165756575,0.8363636363636363
233.0,0.016827434681595192,0.9426605504587156,0.0503842487253926,0.8272727272727273
234.0,0.027366026860038074,0.8715596330275229,0.061527199094945736,0.7909090909090909
235.0,0.015285032527914287,0.9426605504587156,0.05839092507958412,0.8
236.0,0.01949772994896961,0.9128440366972477,0.05045114958828146,0.8181818181818182
237.0,0.018576671585115955,0.9311926605504587,0.05217602706768296,0.8
238.0,0.020225887455968955,0.9059633027522935,0.05247524082660675,0.8272727272727273
239.0,0.0166465662945267,0.9472477064220184,0.053656456687233664,0.8272727272727273
240.0,0.013132572618372943,0.9518348623853211,0.05612558668309992,0.7818181818181819
241.0,0.0173969341723949,0.9243119266055045,0.0563143446364186,0.8363636363636363
242.0,0.016135868565136685,0.9403669724770642,0.052547234161333604,0.8
243.0,0.019045350479320922,0.9220183486238532,0.05783308785070072,0.8
244.0,0.019348738935066882,0.9220183486238532,0.04787933304905891,0.8454545454545455
245.0,0.022578710136900937,0.9036697247706422,0.0498850286684253,0.8363636363636363
246.0,0.019122604154682626,0.9151376146788991,0.048574250055985015,0.8545454545454545
247.0,0.018951898276241958,0.9220183486238532,0.04944418492642316,0.8454545454545455
248.0,0.023632719580921422,0.8967889908256881,0.04852419705553488,0.8363636363636363
